category,amt,gender,city,state,zip,lat,long,city_pop,job,merch_lat,merch_long,is_fraud
grocery_net,40.04,M,Cleveland,AL,35049,33.9778,-86.5598,3996,Aid worker,32.988945,-85.795775,NotFraud
grocery_net,81.72,F,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,32.31659,-99.691471,NotFraud
gas_transport,45.66,F,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,32.914648,-105.429756,NotFraud
misc_pos,31.1,M,Beaverdam,OH,45808,40.8314,-83.9758,349,Museum/gallery conservator,40.042257,-83.355694,NotFraud
misc_net,93.82,F,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,40.62721,-79.765675,NotFraud
gas_transport,52.4,F,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,37.230949,-75.987976,NotFraud
shopping_net,19.53,F,Hawley,MN,56549,46.9777,-96.4092,4508,Naval architect,46.067884,-97.015241,NotFraud
gas_transport,35.73,M,Farmington,NY,14425,42.958,-77.3083,10717,Cytogeneticist,43.226912,-78.244204,NotFraud
shopping_net,176.6,M,Seneca,WI,54654,43.2064,-90.9405,153,Quantity surveyor,44.098363,-91.320529,NotFraud
gas_transport,43.48,M,Nelson,NE,68961,40.201,-98.0684,732,Television/film/video producer,39.734599,-97.429627,NotFraud
misc_pos,6.54,M,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,43.175655,-71.265657,NotFraud
misc_net,72.29,F,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",34.018088,-93.079219,NotFraud
gas_transport,56.83,M,Sauk Rapids,MN,56379,45.604,-94.1591,16163,Hydrographic surveyor,44.903527,-94.292391,NotFraud
shopping_net,8.04,F,Tomales,CA,94971,38.2427,-122.9145,337,Occupational psychologist,37.392015,-123.061644,NotFraud
misc_pos,31.33,F,Houston,TX,77026,29.7972,-95.3288,2906700,Animator,29.865256,-95.551994,NotFraud
shopping_net,1.93,F,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",44.568739,-73.556059,NotFraud
misc_pos,3.15,F,Greenwood,IN,46143,39.596,-86.1309,78968,Financial adviser,39.717147,-85.446774,NotFraud
misc_pos,6.46,F,Saint Louis,MO,63131,38.6171,-90.4504,927396,Occupational hygienist,38.132731,-89.767385,NotFraud
misc_net,316.17,F,Greendale,WI,53129,42.9373,-87.9943,13973,Logistics and distribution manager,42.724984,-87.78204,NotFraud
entertainment,409.89,M,Summerfield,NC,27358,36.2245,-79.8901,14075,"Buyer, industrial",36.882037,-80.517876,NotFraud
misc_pos,4.21,F,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",41.011437,-73.983119,NotFraud
misc_pos,21.84,F,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",34.893453,-92.427094,NotFraud
gas_transport,67.87,M,Auburn,ME,4210,44.0948,-70.239,23045,Tourist information centre manager,45.045363,-71.200349,NotFraud
shopping_net,7.24,F,Kings Bay,GA,31547,30.7906,-81.5607,1293,Naval architect,31.310653,-80.678701,NotFraud
food_dining,130.76,M,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,42.993638,-70.194307,NotFraud
shopping_pos,1.61,M,East Rochester,NY,14445,43.1128,-77.4906,8019,Retail buyer,43.161778,-76.693487,NotFraud
shopping_pos,8.24,M,Powell,TN,37849,36.0435,-84.04,25459,"Teacher, special educational needs",36.079369,-84.511722,NotFraud
gas_transport,48.25,M,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,29.226291,-97.535275,NotFraud
gas_transport,49.45,M,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,41.233456,-92.771303,NotFraud
shopping_pos,120.38,M,Cokeburg,PA,15324,40.1008,-80.0652,632,Dealer,40.854957,-79.573422,NotFraud
grocery_net,67.92,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,24.7807,-80.414869,NotFraud
shopping_net,1.55,M,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,39.41664,-81.226578,NotFraud
misc_net,7.99,M,Minnesota Lake,MN,56068,43.8295,-93.8282,1087,Music tutor,44.246452,-94.825438,NotFraud
food_dining,49.9,F,Fairhope,AL,36532,30.5012,-87.8835,27829,"Presenter, broadcasting",30.567721,-87.268006,NotFraud
entertainment,2.77,M,South Richmond Hill,NY,11419,40.6868,-73.823,47211,Site engineer,40.840417,-73.743059,NotFraud
gas_transport,62.05,M,Stillwater,OK,74074,36.1043,-97.0609,55345,Cabin crew,36.724607,-97.547827,NotFraud
shopping_pos,3.6,M,Chester Heights,PA,19017,39.8839,-75.4669,348,Management consultant,39.040995,-75.863724,NotFraud
gas_transport,77.54,M,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,40.826316,-93.643821,NotFraud
misc_pos,45.49,F,Mount Morris,NY,14510,42.6835,-77.8664,4895,Acupuncturist,41.7251,-78.47421,NotFraud
misc_net,15.01,M,Dalton,WI,53926,43.6718,-89.1918,1628,Civil Service fast streamer,44.513603,-90.172365,NotFraud
grocery_pos,149.75,M,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,42.575018,-93.90544,NotFraud
gas_transport,38.5,M,Monetta,SC,29105,33.8084,-81.5956,1514,Chief Strategy Officer,34.353522,-81.455676,NotFraud
shopping_net,97.83,M,Boyd,WI,54726,44.9437,-91.0294,1690,IT trainer,45.528287,-91.070838,NotFraud
entertainment,52.42,F,Winslow,AR,72959,35.8312,-94.1187,2786,Musician,35.023339,-93.483592,NotFraud
grocery_pos,98.02,M,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,44.209527,-72.180611,NotFraud
gas_transport,60.81,M,Haines City,FL,33844,28.0758,-81.5929,33804,Exercise physiologist,28.401636,-80.948844,NotFraud
grocery_pos,231.95,F,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,39.924927,-105.132068,NotFraud
shopping_pos,9.07,F,Coleman,TX,76834,31.8287,-99.427,5908,Radio producer,31.64464,-100.0699,NotFraud
gas_transport,50.45,F,Hurley,SD,57036,43.2893,-97.1904,811,Neurosurgeon,43.069408,-98.064209,NotFraud
misc_pos,51.12,F,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,41.685887,-108.552328,NotFraud
grocery_pos,107.94,F,Allenhurst,NJ,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",40.603036,-74.968216,NotFraud
misc_net,137.28,F,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,34.45321,-91.34553,NotFraud
grocery_pos,112.01,F,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",49.304409,-122.407288,NotFraud
grocery_pos,65.72,M,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,35.236834,-78.557125,NotFraud
shopping_pos,2.69,F,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,42.031523,-89.066043,NotFraud
misc_pos,4.27,M,Emporium,PA,15834,41.5177,-78.2536,4533,Public affairs consultant,42.452409,-77.855226,NotFraud
gas_transport,53.74,M,Halma,MN,56729,48.6669,-96.5969,140,"Embryologist, clinical",49.259348,-96.775847,NotFraud
grocery_pos,119.65,M,Kissee Mills,MO,65680,36.6704,-93.0377,1201,"Engineer, agricultural",37.266857,-93.471408,NotFraud
gas_transport,46.29,F,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,34.645244,-84.175733,NotFraud
grocery_net,23.56,M,Haines City,FL,33844,28.0758,-81.5929,33804,Exercise physiologist,28.152423,-80.643986,NotFraud
gas_transport,61.55,M,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,27.972064,-82.693693,NotFraud
grocery_pos,72.63,M,Lamberton,MN,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,44.054701,-95.43337,NotFraud
grocery_pos,86.73,F,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,33.435654,-82.113641,NotFraud
gas_transport,91.47,M,Marion,CT,6444,41.7918,-72.7188,370,Health service manager,41.697695,-72.292519,NotFraud
shopping_net,110.05,M,Ferney,SD,57439,45.329,-98.0837,52,Bookseller,44.42078,-98.261312,NotFraud
misc_net,5.13,M,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,43.570788,-104.45673,NotFraud
grocery_pos,48.36,M,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,39.188553,-77.448481,NotFraud
gas_transport,44.29,F,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",36.976695,-85.268223,NotFraud
gas_transport,68.78,M,Sacramento,CA,95827,38.5662,-121.3286,757530,Magazine features editor,37.641965,-120.556705,NotFraud
gas_transport,77.47,F,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,40.678785,-82.643259,NotFraud
misc_net,1.41,M,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,40.271614,-75.980565,NotFraud
misc_net,33.69,F,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,32.047682,-84.709458,NotFraud
grocery_pos,70.18,M,Carlisle,IN,47838,38.9763,-87.3667,4081,Energy engineer,39.377542,-88.303082,NotFraud
grocery_pos,105.52,M,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,41.156004,-73.401616,NotFraud
grocery_pos,133.55,M,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,41.885457,-73.955638,NotFraud
misc_net,2.32,F,Girard,GA,30426,33.0437,-81.7106,1100,"Conservator, museum/gallery",32.225967,-80.851296,NotFraud
gas_transport,66.59,M,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,29.883671,-98.090452,NotFraud
grocery_net,72.83,M,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,36.501085,-78.962439,NotFraud
gas_transport,88.5,M,Webster City,IA,50595,42.4657,-93.8262,9165,Medical secretary,42.918174,-94.603415,NotFraud
gas_transport,52.03,F,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,36.763982,-76.838091,NotFraud
gas_transport,54.32,F,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,37.25284,-92.19668,NotFraud
grocery_pos,75.3,M,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,41.288079,-73.139733,NotFraud
grocery_net,49.32,M,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",28.743489,-81.839509,NotFraud
misc_pos,35.55,M,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,44.647156,-85.30773,NotFraud
gas_transport,41.8,F,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,41.541938,-83.459416,NotFraud
food_dining,24.76,F,Pomona,NY,10970,41.1901,-74.0436,9993,Pensions consultant,41.913503,-73.209868,NotFraud
gas_transport,72.43,M,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,43.125481,-109.378559,NotFraud
gas_transport,59.54,M,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,44.417505,-87.276708,NotFraud
misc_pos,6.58,F,Port Saint Lucie,FL,34953,27.2625,-80.3793,181438,Primary school teacher,27.619557,-79.933118,NotFraud
misc_pos,35.66,M,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,36.799784,-119.450271,NotFraud
gas_transport,74.08,F,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,31.644529,-96.873074,NotFraud
shopping_pos,1.88,M,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",31.681407,-83.938749,NotFraud
grocery_pos,85.97,M,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,33.425406,-116.361955,NotFraud
shopping_net,98.06,M,Alder,MT,59710,45.1939,-112.0568,286,Chief of Staff,45.484621,-111.7465,NotFraud
grocery_pos,99.47,F,Cowlesville,NY,14037,42.8112,-78.4481,1166,Colour technologist,42.094625,-78.495777,NotFraud
grocery_pos,120.5,F,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,38.256841,-85.546859,NotFraud
shopping_pos,7.6,M,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,41.234514,-88.55123,NotFraud
shopping_net,967.86,F,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",28.218323,-80.97967,Fraud
gas_transport,46.13,M,Ballwin,MO,63021,38.577,-90.5255,92608,"Engineer, communications",38.701888,-91.113253,NotFraud
misc_pos,12.54,F,Gibsonville,NC,27249,36.1183,-79.5685,12486,Arboriculturist,35.489753,-78.995503,NotFraud
gas_transport,79.1,M,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,32.140938,-117.002745,NotFraud
shopping_net,1.98,F,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,34.014989,-86.441143,NotFraud
grocery_pos,85.17,F,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",44.96851,-121.887511,NotFraud
misc_pos,423.37,F,Hudson,KS,67545,38.1485,-98.6408,215,Probation officer,37.495493,-99.015468,NotFraud
grocery_pos,110.49,F,Fullerton,NE,68638,41.366,-98.0054,1749,"Surveyor, mining",42.07459,-97.080269,NotFraud
misc_pos,9.45,F,Blackville,SC,29817,33.3645,-81.2718,4913,Technical brewer,33.229936,-80.668567,NotFraud
misc_net,138.09,F,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,31.507482,-85.034904,NotFraud
grocery_net,107.8,F,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,43.242261,-115.979682,NotFraud
shopping_net,1.88,M,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,29.181574,-96.536938,NotFraud
grocery_pos,146.59,F,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,42.253554,-75.730829,NotFraud
shopping_pos,6.46,F,Albany,NY,12222,42.6853,-73.8253,151022,"Designer, textile",41.99801,-74.16814,NotFraud
misc_net,8.95,F,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",38.385071,-94.328734,NotFraud
gas_transport,90.83,F,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,41.227104,-82.53706,NotFraud
shopping_pos,29.58,M,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,28.626819,-96.126644,NotFraud
misc_net,25.32,F,Washington,DC,20036,38.9087,-77.0414,601723,Prison officer,39.162068,-77.428586,NotFraud
shopping_net,4.74,F,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,48.303391,-102.183969,NotFraud
gas_transport,67.79,M,Schaumburg,IL,60193,42.0144,-88.0935,92294,Claims inspector/assessor,41.666286,-88.703098,NotFraud
misc_net,1.44,F,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,26.169023,-79.889374,NotFraud
gas_transport,51,F,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,38.980469,-86.478087,NotFraud
gas_transport,80.23,M,Saint Francis,KY,40062,37.6047,-85.4251,301,"Research officer, political party",37.228328,-86.364318,NotFraud
gas_transport,47.96,F,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,45.517227,-100.632938,NotFraud
grocery_pos,56.75,F,New York City,NY,10280,40.7105,-74.0163,1577385,"Pharmacist, hospital",41.45351,-74.643838,NotFraud
grocery_net,59.21,F,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,40.23642,-74.483814,NotFraud
entertainment,2.47,M,Detroit,MI,48202,42.377,-83.0796,673342,Broadcast presenter,42.592728,-83.868633,NotFraud
misc_pos,6.41,F,Mc Cracken,KS,67556,38.5957,-99.554,320,Film/video editor,38.773688,-100.437233,NotFraud
gas_transport,46.61,M,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",35.243823,-91.341181,NotFraud
shopping_net,104.26,M,Smock,PA,15480,39.9961,-79.7678,1946,Charity fundraiser,40.938221,-78.999248,NotFraud
gas_transport,65.62,M,West Green,GA,31567,31.6143,-82.7243,782,Audiological scientist,31.065758,-82.489581,NotFraud
misc_pos,61.77,M,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,43.493156,-74.181562,NotFraud
grocery_pos,104,M,Falmouth,MI,49632,44.2529,-85.017,1126,Furniture designer,44.673584,-85.271178,NotFraud
misc_pos,8.45,F,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,31.530176,-96.793559,NotFraud
gas_transport,53.02,M,Brashear,MO,63533,40.1959,-92.4333,805,Private music teacher,39.705874,-92.817925,NotFraud
misc_pos,34.73,F,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,26.833696,-81.091944,NotFraud
gas_transport,79.18,M,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,37.495279,-97.580334,NotFraud
misc_pos,4.37,F,Cranks,KY,40820,36.7558,-83.1838,581,"Psychologist, counselling",37.390404,-83.983621,NotFraud
shopping_net,1.2,F,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,46.527218,-103.660099,NotFraud
grocery_pos,63.23,F,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,49.558329,-93.255338,NotFraud
misc_net,3.65,M,Belmond,IA,50421,42.8511,-93.62,3032,Community pharmacist,43.203804,-93.738346,NotFraud
grocery_net,56.19,F,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",35.242629,-90.582355,NotFraud
shopping_net,5.45,M,Iliff,CO,80736,40.7692,-103.0968,648,Community arts worker,41.428304,-102.23921,NotFraud
entertainment,14.29,M,Timberville,VA,22853,38.6476,-78.7717,4367,Waste management officer,38.178279,-79.173996,NotFraud
grocery_pos,199.4,F,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,38.736443,-104.698349,NotFraud
gas_transport,66.8,F,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,34.823098,-82.736125,NotFraud
food_dining,186.85,M,Cuyahoga Falls,OH,44223,41.1464,-81.5107,47772,Equities trader,40.392579,-80.514783,NotFraud
misc_net,6.79,F,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",44.223309,-122.319277,NotFraud
personal_care,4.34,F,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,44.594663,-121.769764,NotFraud
shopping_net,8.91,F,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,38.564493,-101.845657,NotFraud
shopping_net,902.3,M,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",41.940223,-78.541627,Fraud
health_fitness,28.64,F,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,27.80305,-80.868202,NotFraud
personal_care,65.32,F,Washington,DC,20036,38.9087,-77.0414,601723,Prison officer,39.472136,-76.811473,NotFraud
shopping_pos,149.45,M,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,34.320391,-102.529169,NotFraud
entertainment,73.66,M,Utica,PA,16362,41.4798,-79.9403,1102,Garment/textile technologist,41.326064,-80.39771,NotFraud
food_dining,8.57,F,Cromona,KY,41810,37.1788,-82.695,502,Chief Financial Officer,37.67328,-81.712454,NotFraud
entertainment,185.94,F,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",39.559505,-94.956459,NotFraud
kids_pets,42.22,F,Skytop,PA,18357,41.2336,-75.2389,104,Financial trader,41.700807,-75.726059,NotFraud
entertainment,5.18,M,Brainard,NE,68626,41.1832,-96.9882,614,Associate Professor,41.380657,-96.579522,NotFraud
personal_care,13.44,M,West Decatur,PA,16878,40.9493,-78.3129,1762,Armed forces logistics/support/administrative officer,39.951035,-79.146626,NotFraud
shopping_pos,741.77,M,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",43.225233,-77.814218,Fraud
home,11.81,M,Kent,OR,97033,45.0838,-120.6649,60,Museum education officer,44.665157,-121.247505,NotFraud
personal_care,1.99,F,Scotia,SC,29939,32.6786,-81.2455,302,Magazine features editor,31.774495,-81.054428,NotFraud
food_dining,3.57,M,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,47.053766,-116.904893,NotFraud
entertainment,146.24,F,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,38.316809,-80.510565,NotFraud
entertainment,33.98,F,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,33.612541,-88.282884,NotFraud
misc_pos,113.32,M,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,36.396083,-92.436989,NotFraud
health_fitness,6.1,F,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,39.596592,-94.484991,NotFraud
kids_pets,8.11,F,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,40.206992,-76.091539,NotFraud
shopping_net,900.77,F,Steuben,ME,4680,44.4971,-67.9503,1131,Make,44.971125,-68.909197,Fraud
shopping_net,5.77,F,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,34.413932,-97.157666,NotFraud
kids_pets,65.56,F,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,39.291894,-94.993794,NotFraud
personal_care,107.71,M,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,42.190861,-79.411284,NotFraud
home,53.32,F,Moundsville,WV,26041,39.9148,-80.731,16183,Physiotherapist,39.165978,-81.472247,NotFraud
shopping_net,1.7,F,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",35.508612,-90.911124,NotFraud
travel,6.33,F,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,38.347963,-86.604295,NotFraud
home,8.65,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",20.895028,-155.522137,NotFraud
travel,2.07,M,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",36.839184,-86.490768,NotFraud
health_fitness,109.47,M,Melbourne,FL,32935,28.1384,-80.6524,139650,Database administrator,27.976948,-81.320272,NotFraud
shopping_pos,1047.3,M,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",43.217469,-78.336094,Fraud
kids_pets,178.37,F,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,43.018466,-88.793368,NotFraud
shopping_net,8.82,F,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),34.698089,-82.281804,NotFraud
